gene_name	iHS_GBR_max_500	iHS_snps_per_gene	pval_iHS_max	pval_iHS_max_fdr
LMAN1	1.444	260.0	0.9999999981215824	1.0
RP11-27G24.1	1.939	250.0	0.9987064206699552	1.0
CCBE1	2.429	3015.0	0.99999999988785	1.0
RP11-27G24.3	2.429	104.0	0.5462926406330437	1.0
RP11-760L24.1	1.693	65.0	0.95062731998719	1.0
RP11-2N1.1	1.255	36.0	0.9813713520662474	1.0
RP11-2N1.2	0.696	18.0	0.9933700336761085	1.0
AC098847.1	0.808	6.0	0.7560718365408257	1.0
RPS26P54		0.0	0.0	0.0
GLUD1P4	0.774	11.0	0.9344890675321689	1.0
RP11-824M15.3	1.095	64.0	0.9999182526396385	1.0
PMAIP1	1.358	42.0	0.9783658313044209	1.0
RP11-866E20.1	0.0	26.0	0.9999999850988388	1.0
NFE2L3P1	1.399	26.0	0.8884801526426641	1.0
RN7SL342P	1.032	8.0	0.7301552606437816	1.0
SDCCAG3P1	0.962	17.0	0.9561594033739867	1.0
RP11-866E20.3	1.461	51.0	0.977881151580407	1.0
FAM60CP	0.92	19.0	0.9763044533223179	1.0
RNU6-567P	0.707	12.0	0.9627394477581943	1.0
RP11-795H16.3	4.279	294.0	0.0027559109237487167	0.020981185006329044
RPS3AP49	0.0	14.0	0.99993896484375	1.0
RNU4-17P	0.0	8.0	0.99609375	1.0
RP11-795H16.2	2.023	23.0	0.393925895049272	1.0
RP11-396N11.1	0.987	66.0	0.9999912860256754	1.0
MC4R	0.664	14.0	0.983262968968774	1.0
RP11-325K19.3	0.1	13.0	0.9996693880184812	1.0
MRPS5P4	0.719	10.0	0.9323086711955607	1.0
RP11-325K19.6	0.938	14.0	0.9313214600409038	1.0
AC010928.1	1.559	9.0	0.4242463221568711	1.0
RP11-325K19.2	2.134	282.0	0.9906209415024033	1.0
RP11-325K19.1	2.877	2530.0	0.9938034990807612	1.0
CTBP2P3	1.242	9.0	0.6393006322434068	1.0
RP11-622J9.1	0.395	23.0	0.9999435259058317	1.0
CDH20	3.165	1861.0	0.7639252128536659	1.0
RNU6-116P	0.0	9.0	0.998046875	1.0
RPL30P14	0.214	10.0	0.9953277340616826	1.0
RP11-879F14.3	1.81	84.0	0.9504888581580782	1.0
RP11-879F14.2	1.944	216.0	0.9965820225550325	1.0
RP11-879F14.1	3.164	1533.0	0.6967710137408052	1.0
RP11-1096D5.2	0.0	20.0	0.9999990463256836	1.0
RP11-1096D5.1	1.107	78.0	0.9999867977986481	1.0
RNF152	1.796	695.0	0.9999999999928202	1.0
RPIAP1	0.925	19.0	0.9755795738701114	1.0
PIGN	3.819	1215.0	0.07817874223364552	0.47168112884658286
KIAA1468	1.733	912.0	1.0	1.0
RP11-173A16.2	0.394	25.0	0.9999762145166342	1.0
RP11-173A16.1	0.105	14.0	0.9998121194830455	1.0
TNFRSF11A	5.975	543.0	6.246946747667792e-07	5.4956414599370295e-06
Y_RNA	0.166	12.0	0.9989208680461333	1.0
RP11-640A1.3	1.382	36.0	0.9566478871299113	1.0
RPL17P44	0.71	13.0	0.971219526665851	1.0
RP11-640A1.4	0.671	11.0	0.9584475479514655	1.0
ACTBP9	0.678	36.0	0.9999664715065186	1.0
ZCCHC2	3.088	497.0	0.3940761631193703	1.0
RN7SL705P	0.0	14.0	0.99993896484375	1.0
PHLPP1	1.868	1584.0	1.0	1.0
RNU6-142P	0.0	7.0	0.9921875	1.0
AC015989.1	0.45	19.0	0.999450221155387	1.0
AC015989.2	0.0	6.0	0.984375	1.0
BCL2	5.56	1570.0	2.117708587412448e-05	0.00018003323371684432
RP11-299P2.1	0.507	5.0	0.839100338256863	1.0
snoU13		0.0	0.0	0.0
RP11-28F1.2	2.021	10.0	0.19649718041319997	1.0
KDSR	2.627	238.0	0.6420263083574314	1.0
RP11-635N19.1	2.223	101.0	0.7362230014614868	1.0
VPS4B	1.618	256.0	0.9999990765813094	1.0
RP11-635N19.2	0.0	14.0	0.99993896484375	1.0
SERPINB5	2.305	320.0	0.9667832214768329	1.0
RP11-635N19.3	2.158	15.0	0.2084568943743802	1.0
ATP5G1P6	0.899	16.0	0.9616060236637854	1.0
SERPINB12	1.635	109.0	0.9966826305571984	1.0
SERPINB13	1.463	129.0	0.9999324284357906	1.0
SERPINB4	1.18	56.0	0.9991708217442145	1.0
SERPINB11	2.215	628.0	0.99978809674003	1.0
SERPINB3	1.115	72.0	0.999963850817377	1.0
SERPINB7	1.624	475.0	0.9999999999912287	1.0
SERPINB2	1.11	337.0	1.0	1.0
SERPINB10	5.69	447.0	2.8393259502434987e-06	2.4722859214610808e-05
AC009802.1	1.175	92.0	0.9999921922518104	1.0
HMSD	1.83	329.0	0.9999870301394359	1.0
SERPINB8	2.984	303.0	0.3503585125748563	1.0
RPL12P39	1.111	14.0	0.865018524936725	1.0
LINC00305	1.821	537.0	0.999999992764804	1.0
RP11-146N18.1	4.702	2865.0	0.003683686187790358	0.027655129470033752
AC100848.1	1.97	112.0	0.9372687236008254	1.0
RP11-909B2.1	1.205	404.0	1.0	1.0
RNU7-146P	1.704	9.0	0.33420288891218186	1.0
AC007948.1	1.965	152.0	0.9776885267585542	1.0
AC007631.1	0.811	22.0	0.9941961938757866	1.0
RP11-453M23.1	1.935	260.0	0.9990712232728161	1.0
RP11-775G23.1	1.764	377.0	0.999999676743406	1.0
CDH7	3.197	1294.0	0.5929291903826897	1.0
RP11-389J22.1	0.422	18.0	0.9993791462459175	1.0
RP11-389J22.3	1.602	43.0	0.9104822548191637	1.0
PRPF19P1	1.822	13.0	0.3641233240615963	1.0
CDH19	2.616	754.0	0.9653175453995076	1.0
AC091643.1	0.0	11.0	0.99951171875	1.0
RNU6-1037P	0.0	9.0	0.998046875	1.0
AC113195.1	0.936	8.0	0.7846416682150517	1.0
MIR5011	0.743	13.0	0.9658331961774346	1.0
RPL31P9	0.0	6.0	0.984375	1.0
AC091042.1	1.167	11.0	0.7597920370078892	1.0
RP11-563H6.1	1.617	13.0	0.5069254942572226	1.0
CTD-2541J13.1	0.693	20.0	0.9962961152285117	1.0
DSEL	1.787	66.0	0.9167728059234588	1.0
CTD-2541J13.2	1.787	45.0	0.8164234439949373	1.0
RP11-638L3.1	4.961	3767.0	0.001320049198970663	0.01028383555304195
RP11-29O13.1	1.87	17.0	0.41187397741773	1.0
RP11-28O3.2	2.166	38.0	0.4402815007891916	1.0
RP11-28O3.1	0.726	7.0	0.845146398583184	1.0
RP11-638L3.4	2.485	57.0	0.30955751729937875	1.0
RP11-638L3.3	3.23	105.0	0.06294189372621861	0.389332688796131
RP11-638L3.2	1.171	31.0	0.9815189166985254	1.0
RP11-659F24.1	1.438	209.0	0.9999999201410839	1.0
RP11-526H11.1	2.404	116.0	0.6110898169277751	1.0
RP11-421N8.2	2.298	75.0	0.5564555301472862	1.0
RP11-421N8.1	0.352	10.0	0.9888992385102904	1.0
RP11-128D14.1	1.671	70.0	0.9665042168315944	1.0
AKR1B10P2	0.575	15.0	0.9931450221393362	1.0
RP11-585K6.2	0.974	8.0	0.7637487175391113	1.0
TMX3	1.811	383.0	0.9999988470209084	1.0
CCDC102B	5.511	2495.0	4.450989990911758e-05	0.0003744319291569559
RP11-106E15.1	0.707	17.0	0.9905390120275414	1.0
RNU6-39P		0.0	0.0	0.0
SDHCP1		0.0	0.0	0.0
RP11-861L17.3	0.864	25.0	0.9954169838665333	1.0
RP11-861L17.2		0.0	0.0	0.0
RP11-674P19.2	1.767	16.0	0.4674457301468218	1.0
DOK6	4.124	4138.0	0.07414690626869103	0.4501720877971105
RP11-465I4.3	0.842	27.0	0.9975734816749096	1.0
RP11-465I4.2	1.859	1519.0	1.0	1.0
RP11-543H23.2	3.382	198.0	0.06877407544280334	0.4208638820857325
CD226	2.693	1076.0	0.9779944453307602	1.0
RTTN	3.379	1578.0	0.4367895870756353	1.0
SOCS6	1.796	351.0	0.9999976453037906	1.0
RP11-41O4.1	1.947	155.0	0.982513043160214	1.0
RP11-484N16.1	1.751	16.0	0.47936245421560486	1.0
AC013558.1	0.822	5.0	0.6835067729741363	1.0
RP11-41O4.2	1.829	64.0	0.8885263234997736	1.0
RP11-41O4.3	0.493	16.0	0.9974210431413544	1.0
RPS2P6	0.73	44.0	0.9999913185765019	1.0
RN7SL795P	1.076	10.0	0.7811656348180229	1.0
GTSCR1	1.459	186.0	0.9999991303898031	1.0
RP11-384E22.1	0.926	100.0	0.9999999966254582	1.0
RP11-529J17.1	2.288	61.0	0.49285533561267925	1.0
RP11-47G4.2	1.14	159.0	0.9999999995926752	1.0
RP11-47G4.1	0.092	17.0	0.9999746041497194	1.0
RP11-510D19.1	2.273	586.0	0.9988703065055836	1.0
RP11-752P2.1	1.432	15.0	0.6948084102148655	1.0
RP11-752P2.2	1.481	18.0	0.7254969060607358	1.0
RP11-723G8.2	2.271	648.0	0.9994703833027245	1.0
RP11-723G8.1	1.302	292.0	0.999999999999863	1.0
RP11-736G13.1	3.51	419.0	0.08961607317938447	0.5309426576038486
RP11-736G13.2	0.586	13.0	0.9857555457700885	1.0
CBLN2	2.172	842.0	0.9999968370139206	1.0
HNRNPA1P11	1.311	12.0	0.697870956571031	1.0
NETO1	5.274	1410.0	9.410031945145114e-05	0.0007823889184453173
RP11-713C5.1	0.768	24.0	0.9975246353042825	1.0
RNA5SP460	0.5	10.0	0.9750146131967403	1.0
MIR548AV	0.0	8.0	0.99609375	1.0
RP11-676J15.1	1.679	129.0	0.9978723360690207	1.0
RP11-169F17.1	3.975	917.0	0.03175435336575849	0.21012201346555195
CTD-2354A18.1	1.984	216.0	0.9942863184363255	1.0
RP11-126K15.1	2.299	49.0	0.4112325914503081	1.0
RN7SL401P	1.778	8.0	0.2646790707387826	1.0
RP11-25L3.3	2.535	1113.0	0.9981178705071752	1.0
FBXO15	2.465	651.0	0.9886112322562501	1.0
TIMM21	1.275	112.0	0.9999935029099719	1.0
RP11-669I1.1	1.949	320.0	0.9997550243440901	1.0
RN7SL551P	0.0	18.0	0.9999961853027344	1.0
CYB5A	1.901	449.0	0.9999978546049725	1.0
C18orf63	2.565	367.0	0.850158377032249	1.0
FAUP1	1.948	21.0	0.42126903478254973	1.0
RP11-231E4.2	1.752	88.0	0.9721791347531581	1.0
FAM69C	2.072	242.0	0.990674334671115	1.0
CNDP2	2.32	248.0	0.9207527616904999	1.0
CNDP1	1.607	512.0	0.9999999999995535	1.0
RP11-231E4.3	1.444	19.0	0.7696885224009494	1.0
LINC00909	2.431	65.0	0.3881149671831332	1.0
ZNF407	4.554	3275.0	0.008582013304470948	0.061791350148916006
ZADH2	1.486	136.0	0.9999369015028193	1.0
TSHZ1	3.609	730.0	0.10613648204948956	0.6129410970539441
RP11-321M21.3	1.872	85.0	0.9287753086611417	1.0
SMIM21	1.872	155.0	0.991913918600522	1.0
RP11-321M21.1	5.063	38.0	7.841457279389452e-06	6.749579264883572e-05
RP11-704C2.1	1.48	197.0	0.9999993034482122	1.0
RP11-173L6.1	0.0	195.0	1.0	1.0
RP11-357H3.1	2.817	94.0	0.20396077501352394	1.0
RP11-1O2.1	1.404	227.0	0.9999999942090239	1.0
RP11-94B19.6	1.682	51.0	0.9108004328236226	1.0
RP11-94B19.1	1.888	74.0	0.8910467306978396	1.0
RP11-94B19.5	0.853	53.0	0.9999909883083704	1.0
RP11-94B19.2	1.996	37.0	0.5767058755599708	1.0
RP11-94B19.7	0.353	17.0	0.9995197804917125	1.0
RP11-94B19.3	1.278	23.0	0.9127748257946942	1.0
RP11-94B19.4	1.278	16.0	0.8167452683961262	1.0
ZNF516	4.039	1229.0	0.03244841288254585	0.2142491349291456
RP11-504I13.3	1.211	62.0	0.99940727675574	1.0
RP11-17M16.2	1.612	17.0	0.6071751522722539	1.0
RP11-17M16.1	0.782	6.0	0.769742648337872	1.0
LINC00908	2.389	837.0	0.9991751397475772	1.0
LINC00683	1.323	177.0	0.9999999681238745	1.0
RP11-111H3.3	1.812	240.0	0.9998062236973958	1.0
AC034110.1	1.079	67.0	0.9999600559793136	1.0
ARL2BPP1	1.244	21.0	0.9065808839404087	1.0
AC139085.1	1.338	15.0	0.7587810441573326	1.0
AC139085.2	0.0	17.0	0.9999923706054688	1.0
RP11-162A12.2	0.993	260.0	1.0	1.0
RNU6-346P	0.589	15.0	0.9924371797312638	1.0
ZNF236	2.721	1265.0	0.98380939187553	1.0
RPL26P35	0.769	8.0	0.8643132088959251	1.0
RP11-162A12.3	0.529	52.0	0.9999999900786569	1.0
RP11-862L9.3	2.544	121.0	0.4856489493430185	1.0
MBP	2.712	1637.0	0.9958439311280175	1.0
RP11-751H17.1	2.473	644.0	0.9868167135568277	1.0
GALR1	2.512	214.0	0.7242873000749881	1.0
RP11-176N18.2	2.293	1315.0	0.9999994666571561	1.0
SNORA25	1.557	12.0	0.5224686372960267	1.0
BDP1P	1.896	29.0	0.573796717998537	1.0
RP11-63N3.1	1.09	43.0	0.9983020713184936	1.0
RP11-63N3.2	0.333	13.0	0.9975151228136357	1.0
RNA5SP461	1.157	8.0	0.6520831062005279	1.0
LINC01029	2.121	246.0	0.9851264472633197	1.0
RP11-671C19.2	1.179	49.0	0.9980092806931208	1.0
RNU6-655P	0.213	13.0	0.9990739821156043	1.0
RP11-100K18.1	0.991	66.0	0.9999905884793512	1.0
RP11-451L19.1	1.835	54.0	0.8389737232466129	1.0
RP11-123I22.1	1.221	33.0	0.9794380297947074	1.0
Y_RNA	0.56	17.0	0.9968749400322074	1.0
RP11-715C4.1	0.516	16.0	0.9968922208964073	1.0
CTD-2382H12.2	2.51	92.0	0.42710129697448507	1.0
CTD-2382H12.1	2.628	48.0	0.1866358162248154	0.9746162749790449
RP11-849I19.1	0.856	19.0	0.984155580907336	1.0
SALL3	3.241	154.0	0.08766034848653681	0.5210148048063068
ATP9B	2.92	2644.0	0.9902595601327434	1.0
CTD-2286N8.2	1.597	16.0	0.5964178245061158	1.0
RP11-1136J12.1	1.502	15.0	0.6440606613775341	1.0
RP11-800A18.4	1.228	39.0	0.9892484325117568	1.0
NFATC1	2.218	1324.0	0.999999979380865	1.0
AC018445.1	0.387	21.0	0.999879800634922	1.0
RP11-567M16.1	1.983	180.0	0.9866249308937639	1.0
RP11-567M16.2	4.06	39.0	0.0009564719893072615	0.007527403332605842
RP11-567M16.3	1.57	404.0	0.999999999969946	1.0
CTDP1	3.402	803.0	0.2355715874785932	1.0
RP11-567M16.5	0.0	16.0	0.9999847412109375	1.0
RP11-154H12.2	1.875	51.0	0.7928399259214328	1.0
RP11-154H12.3	1.423	130.0	0.999971574901154	1.0
KCNG2	1.423	337.0	0.999999999998361	1.0
PQLC1	1.56	362.0	0.9999999997623414	1.0
HSBP1L1	0.913	59.0	0.999992136851952	1.0
TXNL4A	1.642	430.0	0.999999999769245	1.0
RP11-795F19.5	1.437	520.0	1.0	1.0
RBFA	1.107	93.0	0.9999984783698249	1.0
RBFADN	1.437	410.0	0.9999999999999888	1.0
SLC25A6P4	0.459	16.0	0.9980581447321587	1.0
ADNP2	1.031	284.0	1.0	1.0
AC139100.2	1.328	234.0	0.9999999998479029	1.0
PARD6G	1.391	629.0	1.0	1.0
AC139100.3	0.458	119.0	1.0	1.0
WASH5P	0.0	1.0	0.5	1.0
MIR1302-9		0.0	0.0	0.0
FAM138F		0.0	0.0	0.0
OR4G3P	0.0	1.0	0.5	1.0
OR4G1P		0.0	0.0	0.0
OR4F17		0.0	0.0	0.0
AC016626.1		0.0	0.0	0.0
OR4F8P		0.0	0.0	0.0
AC016626.2		0.0	0.0	0.0
AC092192.1		0.0	0.0	0.0
AC092299.6		0.0	0.0	0.0
CICP19		0.0	0.0	0.0
AC092299.8		0.0	0.0	0.0
AC092299.7		0.0	0.0	0.0
LINC01002		0.0	0.0	0.0
RNU6-1076P		0.0	0.0	0.0
AC098474.1		0.0	0.0	0.0
CTD-3113P16.7		0.0	0.0	0.0
CTD-3113P16.9		0.0	0.0	0.0
VN2R11P		0.0	0.0	0.0
PPAP2C	0.717	55.0	0.9999996462921256	1.0
CTD-3113P16.5	0.0	11.0	0.99951171875	1.0
MIER2	2.506	315.0	0.8547150429351923	1.0
THEG	1.779	177.0	0.9988718788029682	1.0
AC010641.1	0.987	34.0	0.9975257433383503	1.0
C2CD4C	1.945	53.0	0.7509517915920807	1.0
SHC2	3.254	489.0	0.24293131988793037	1.0
RNA5SP462	1.35	12.0	0.6711223319488422	1.0
ODF3L2	1.865	110.0	0.969015564539044	1.0
MADCAM1	2.945	107.0	0.1587954244543347	0.8554048281284615
AC005775.2	2.945	137.0	0.19860614596126225	1.0
TPGS1	2.308	120.0	0.7182145497698003	1.0
CDC34	1.661	150.0	0.999409625556781	1.0
GZMM	1.905	39.0	0.674773111466575	1.0
AC009005.2	1.69	57.0	0.9297145121475643	1.0
BSG	2.335	152.0	0.7752135775403874	1.0
HCN2		0.0	0.0	0.0
AC005559.3		0.0	0.0	0.0
AC005559.2		0.0	0.0	0.0
POLRMT	1.376	60.0	0.9949645394187182	1.0
LLNLR-299G3.1		0.0	0.0	0.0
AC004449.6	0.49	12.0	0.9887654909414304	1.0
FGF22	2.661	29.0	0.10701776450680633	0.6174758530478475
RNF126	1.415	96.0	0.999610952119171	1.0
AC004156.3	1.4	45.0	0.9773862722910175	1.0
FSTL3	1.321	71.0	0.9990414961400971	1.0
PRSS57	3.028	176.0	0.1948849998073362	1.0
RPS2P52	3.028	36.0	0.0433707295288599	0.2786089053558159
PALM	2.481	410.0	0.9324326362964163	1.0
MISP	1.484	156.0	0.9999854419766911	1.0
AC006273.4	1.834	32.0	0.6619765145460211	1.0
AC006273.5	2.766	42.0	0.11249516910954571	0.6440061823170392
AC006273.7	2.676	22.0	0.07882969708622367	0.47531119981334946
PTBP1	3.4	204.0	0.06643543314979183	0.4081930723210105
MIR4745	0.902	14.0	0.9414974348926842	1.0
LPPR3	1.777	74.0	0.9421682298691614	1.0
MIR3187	0.0	10.0	0.9990234375	1.0
AZU1	1.528	92.0	0.9975502984807376	1.0
PRTN3	2.04	72.0	0.7778085372945942	1.0
ELANE	1.881	55.0	0.812590703409011	1.0
CFD	0.777	50.0	0.999995591983484	1.0
MED16	1.989	270.0	0.9983039233594989	1.0
RNU6-9	0.777	16.0	0.9806732945334646	1.0
R3HDM4	1.885	145.0	0.9873989625559249	1.0
KISS1R	0.0	35.0	0.9999999999708962	1.0
ARID3A	3.02	446.0	0.43109627756055624	1.0
AC005391.2	1.632	12.0	0.46871386778929347	1.0
WDR18	3.163	126.0	0.09372672738727195	0.5517375568854974
AC004528.1	3.304	13.0	0.0061778440563392545	0.04524111594732176
AC004528.4	3.304	43.0	0.020289137122030287	0.13884440850155794
GRIN3B	3.304	121.0	0.05604787021783719	0.3509664254116948
TMEM259	1.581	155.0	0.9998868471895878	1.0
RNU6-2	0.0	33.0	0.9999999998835847	1.0
CNN2	2.008	81.0	0.8393517497614149	1.0
AC011558.5	1.442	16.0	0.7110068447245236	1.0
ABCA7	2.57	238.0	0.7027850660927832	1.0
HMHA1	2.39	198.0	0.8127019985932992	1.0
POLR2E	2.163	133.0	0.8708338010623855	1.0
GPX4	1.084	29.0	0.9870454298710948	1.0
SBNO2	1.822	520.0	0.9999999863568136	1.0
STK11	4.043	244.0	0.00641754170987352	0.04690147320112187
HMGB2P1	0.0	10.0	0.9990234375	1.0
C19orf26	0.663	29.0	0.9997934259438184	1.0
AC004221.2	0.388	12.0	0.994206944563443	1.0
ATP5D	0.806	14.0	0.9632002660021055	1.0
MIDN	1.851	34.0	0.6700342234107732	1.0
CIRBP	3.016	106.0	0.12701563052302756	0.7120554580042995
CIRBP-AS1	3.016	22.0	0.02779900914152067	0.18650865827091676
C19orf24	1.424	43.0	0.9684386218312744	1.0
MUM1	3.567	805.0	0.1352825239186778	0.7508361151602151
EFNA2	3.567	112.0	0.02001983619960246	0.1371150239712356
RPS15P9	1.386	11.0	0.6138803377263566	1.0
AC005330.2	0.78	39.0	0.9999305521732804	1.0
AC004623.2	1.293	13.0	0.7383923875849704	1.0
NDUFS7	1.533	110.0	0.999187522229714	1.0
AC005329.7	1.533	49.0	0.9579794743621014	1.0
GAMT	1.439	46.0	0.9724009461533497	1.0
DAZAP1	2.394	220.0	0.8413275259260977	1.0
CTB-25B13.13	1.683	20.0	0.6116173884973478	1.0
RPS15	0.484	16.0	0.9976054093575377	1.0
AC027307.3	1.06	17.0	0.9296739443545818	1.0
APC2	2.67	249.0	0.6117645581720037	1.0
CTB-25B13.12	1.654	69.0	0.9689224611583094	1.0
C19orf25	1.911	155.0	0.9877506670628402	1.0
PCSK4	1.426	83.0	0.9986988961869973	1.0
CTB-25B13.6	1.426	2.0	0.1479494753847973	0.8081907709369687
REEP6	1.665	91.0	0.9885771844368082	1.0
ADAMTSL5	1.436	70.0	0.9958937480760098	1.0
CTB-25B13.9	1.436	9.0	0.5066475489401316	1.0
PLK5	1.627	139.0	0.9993908435046925	1.0
AC027307.2	0.0	6.0	0.984375	1.0
MEX3D	1.93	85.0	0.9006772265089742	1.0
AC027307.1	0.0	3.0	0.875	1.0
RN7SL477P	0.0	6.0	0.984375	1.0
AC005943.5	0.254	17.0	0.9998295197059559	1.0
MBD3	1.619	138.0	0.9994327362436494	1.0
UQCR11	1.18	213.0	0.9999999999980952	1.0
AC005943.4	0.0	15.0	0.999969482421875	1.0
UQCR11	0.531	62.0	0.9999999996951786	1.0
TCF3	1.768	400.0	0.999999850647156	1.0
RNU6-1223P	0.0	12.0	0.999755859375	1.0
AC005256.1	1.404	13.0	0.6625081283366081	1.0
ONECUT3	1.673	182.0	0.9998481783096411	1.0
ATP8B3	2.247	171.0	0.8799452420959935	1.0
CTB-31O20.3		0.0	0.0	0.0
REXO1	2.403	270.0	0.8896649196701744	1.0
MIR1909		0.0	0.0	0.0
CTB-31O20.4	1.021	20.0	0.9644177210514562	1.0
CTB-31O20.6	2.326	18.0	0.1656269618809425	0.88637720568553
KLF16	3.441	66.0	0.01894674386759665	0.13036729696505436
CTB-31O20.8	0.0	4.0	0.9375	1.0
CTB-31O20.2	0.771	12.0	0.9495602376492265	1.0
CTB-31O20.9	0.771	9.0	0.8935661495734528	1.0
ABHD17A	0.768	4.0	0.6322043977055988	1.0
SCAMP4		0.0	0.0	0.0
ADAT3		0.0	0.0	0.0
AC012615.1		0.0	0.0	0.0
CSNK1G2	1.335	13.0	0.710456061931956	1.0
CSNK1G2-AS1		0.0	0.0	0.0
BTBD2	2.702	433.0	0.7757012876323864	1.0
AC005306.3	1.802	13.0	0.3772231102217787	1.0
RN7SL226P	0.0	5.0	0.96875	1.0
AC007136.1		0.0	0.0	0.0
MKNK2	2.427	108.0	0.5618766506859956	1.0
MOB3A	4.237	195.0	0.0022062050792648336	0.016905181550293108
IZUMO4	2.004	53.0	0.7012116117576712	1.0
AP3D1	3.862	610.0	0.033720401515687115	0.22186291013164164
DOT1L	1.944	665.0	0.9999999744608712	1.0
AC004490.1	0.649	34.0	0.9999610627295258	1.0
PLEKHJ1	1.56	65.0	0.9812963937980106	1.0
MIR1227	0.0	5.0	0.96875	1.0
SF3A2	2.033	121.0	0.9235643338787057	1.0
AMH	1.102	27.0	0.9802164023562037	1.0
MIR4321	1.102	6.0	0.5817834921567	1.0
JSRP1	1.96	139.0	0.970367253658806	1.0
OAZ1	2.312	61.0	0.47114137047683313	1.0
C19orf35	2.396	68.0	0.43215187954352463	1.0
LINGO3		0.0	0.0	0.0
LSM7	2.044	35.0	0.5152522018533594	1.0
SPPL2B	1.813	155.0	0.9959486557737934	1.0
AC004410.3		0.0	0.0	0.0
LLfos-48D6.1	1.068	38.0	0.9971299641394415	1.0
TMPRSS9	2.151	465.0	0.9993741596620955	1.0
TIMM13	0.425	44.0	0.9999999844357724	1.0
LMNB2	1.57	302.0	0.9999999863707805	1.0
AC005624.2	0.652	16.0	0.9914109558065489	1.0
GADD45B	0.449	27.0	0.9999770196347524	1.0
RNU6-993P	0.277	10.0	0.9929699742296996	1.0
GNG7	2.813	1903.0	0.9906824813915482	1.0
TCEB1P28	1.469	21.0	0.7866214654032155	1.0
CTC-265F19.2	1.105	22.0	0.9584094488887762	1.0
CTC-265F19.3	0.691	10.0	0.9396442162690951	1.0
CTC-265F19.1	0.443	19.0	0.9994881199644311	1.0
DIRAS1	1.484	76.0	0.9955988850401193	1.0
AC006538.4	2.153	235.0	0.975499502354519	1.0
AC006538.1	1.987	28.0	0.48559389334287195	1.0
SLC39A3	2.153	106.0	0.8123212665938224	1.0
SGTA	4.908	298.0	0.00013708531790734835	0.001131814568224768
THOP1	1.951	255.0	0.9986318660925297	1.0
ZNF554	2.476	154.0	0.6417280083567234	1.0
ZNF555	2.513	185.0	0.6706514013316802	1.0
AC006130.3	2.513	114.0	0.4956039296206197	1.0
ZNF556	1.381	138.0	0.9999941768357671	1.0
AC006130.1	0.899	7.0	0.75977671412632	1.0
AC006130.4	1.003	23.0	0.9808131631617347	1.0
AC119403.1	0.348	18.0	0.9997094571444928	1.0
ZNF57	2.356	191.0	0.8300687729922042	1.0
AC006277.2	1.713	117.0	0.9944052993733675	1.0
ZNF77	1.558	179.0	0.9999833434592661	1.0
TLE6	1.881	196.0	0.9974385137489624	1.0
TLE2	6.428	427.0	2.7604201813247187e-08	2.4625024929301297e-07
AC005944.2	0.164	12.0	0.9989387414922603	1.0
AES	1.215	74.0	0.9998500542570853	1.0
GNA11	2.484	40.0	0.22947193026999968	1.0
AC005262.3		0.0	0.0	0.0
AC005262.2	2.168	19.0	0.2507553095795252	1.0
AC005262.4	1.752	14.0	0.4343946487035155	1.0
GNA15	1.806	268.0	0.999937204973541	1.0
AC005264.2	1.806	152.0	0.9958625408148525	1.0
S1PR4	2.062	80.0	0.7948237292739854	1.0
NCLN	2.938	275.0	0.36529117584017934	1.0
CELF5	2.606	410.0	0.8477522894829365	1.0
AC010649.1	1.247	40.0	0.9887891554310808	1.0
NFIC	2.584	851.0	0.984480971492619	1.0
C19orf77	1.622	31.0	0.8114819976511921	1.0
DOHH	1.092	110.0	0.9999999132791936	1.0
RN7SL866P	0.0	10.0	0.9990234375	1.0
FZR1	2.217	220.0	0.9475663379270756	1.0
SNORD38	0.0	3.0	0.875	1.0
MFSD12	2.799	323.0	0.5634839443895514	1.0
C19orf71	1.447	47.0	0.9729696044763952	1.0
AC005786.7	2.799	167.0	0.34856650671570133	1.0
AC005786.5	0.635	10.0	0.9525366212051644	1.0
AC005786.3	0.612	14.0	0.9878582816272647	1.0
HMG20B	1.676	30.0	0.7630937427119695	1.0
GIPC3	2.414	72.0	0.4346312685399669	1.0
TBXA2R	1.687	136.0	0.9982984045297938	1.0
CACTIN-AS1	1.547	81.0	0.993855670443248	1.0
CACTIN	3.49	191.0	0.04508603674973288	0.2888261831642543
PIP5K1C	1.792	609.0	0.9999999998595744	1.0
AC004637.1	0.561	19.0	0.9984001296071611	1.0
TJP3	1.782	440.0	0.9999999473720723	1.0
APBA3	0.935	85.0	0.9999999199573154	1.0
AC005954.4	0.935	19.0	0.9740770953715752	1.0
AC005954.3	0.0	9.0	0.998046875	1.0
MRPL54	0.82	60.0	0.9999990324269181	1.0
RAX2	0.82	41.0	0.9999223364482465	1.0
AC005777.3		0.0	0.0	0.0
MATK	1.864	163.0	0.9942585223637055	1.0
ZFR2	2.551	596.0	0.9596261709323618	1.0
FTLP5	4.955	14.0	5.063108343694722e-06	4.378290969454142e-05
ATCAY	2.929	414.0	0.5056501207705311	1.0
RN7SL202P	0.0	2.0	0.75	1.0
NMRK2	2.72	68.0	0.19934213069678675	1.0
DAPK3	1.11	101.0	0.9999994816180005	1.0
MIR637	0.253	8.0	0.9832338495278474	1.0
EEF2	2.182	124.0	0.8376586457617683	1.0
SNORD37	0.0	12.0	0.999755859375	1.0
