chrom	start	end	gene_name	fg_pleio_degree	pleio_degree	pleio_degree_maxindep	pleio_degree_locuswide
			Metazoa_SRP				3.0
			RP11-708H21.1				1.0
			RP11-708H21.4		1.0	1.0	2.0
			B4GALNT2		1.0	1.0	1.0
			GNGT2				3.0
			RP1-62O9.3		1.0	1.0	3.0
			RP11-1079K10.1				3.0
			PHB				3.0
			RP11-1079K10.4				3.0
			AC004797.1				2.0
			RP11-1079K10.5				2.0
			NGFR		1.0	1.0	2.0
			RP5-1029K10.2		1.0	1.0	1.0
			RP5-1029K10.4				1.0
			NT5C				1.0
			RP11-649A18.5				1.0
			RP11-649A18.4				1.0
			RP11-649A18.7				1.0
			SLC16A5				2.0
			ARMC7				1.0
			SUMO2				1.0
			HN1		1.0	1.0	1.0
			MIR4738				1.0
			RP11-552F3.4				1.0
			ITGB4				1.0
			GALK1				1.0
			UNC13D				1.0
			AC090340.1				3.0
			ONECUT2		3.0	2.0	3.0
			AC006538.1				1.0
			AC006538.4				1.0
			SLC39A3				1.0
			SGTA		1.0	1.0	1.0
			THOP1		1.0	1.0	1.0
			ZNF554				1.0
			ZNF555				1.0
			AC005944.2				3.0
			AES		1.0	1.0	3.0
			GNA11		2.0	2.0	3.0
			TLE2				3.0
			CTD-2278I10.4				1.0
			ANO8				1.0
			CTD-2278I10.1				1.0
			CTD-2521M24.5				1.0
			MRPL34				1.0
			GTPBP3		1.0	1.0	1.0
			PLVAP				1.0
			DDA1				1.0
			AC007192.6				5.0
			IL12RB1		2.0		5.0
			PIK3R2		1.0	1.0	5.0
			CTD-2527I21.14				2.0
			SCN1B				2.0
			CTD-2527I21.9				2.0
			AC020907.1				2.0
			GRAMD1A				2.0
			HPN		2.0	5.0	2.0
			HPN-AS1		2.0	5.0	2.0
			FXYD3				4.0
			RPL13A				2.0
			SNORD32A				2.0
			SNORD33				2.0
			SNORD34				2.0
			SNORD35A				2.0
			SNORD35B				2.0
			CTD-3148I10.9				2.0
			FLT3LG				2.0
			CTD-3148I10.15				2.0
			ABHD1				6.0
			PREB				6.0
			TCF23				6.0
			AC013403.13		6.0	6.0	6.0
			ATRAID				1.0
			C2orf53		1.0	1.0	6.0
			SLC5A6		1.0	2.0	6.0
			CAD				1.0
			MIR4263				2.0
			RP11-674I16.2				3.0
			AC007365.1				4.0
			AC007365.3				5.0
			AC007365.4				5.0
			TIA1				1.0
			C2orf42		1.0	1.0	1.0
			METTL21A		1.0	1.0	1.0
			RPL37AP1				1.0
			TTPAL				1.0
			SNORD42				1.0
			HSCB				3.0
			RP1-130H16.16				1.0
			KIAA1658				1.0
			RP4-539M6.20				1.0
			RNU6-564P				1.0
			RP4-539M6.21				1.0
			TBC1D10A		1.0		3.0
			SF3A1				2.0
			CCDC157		1.0	1.0	2.0
			RP4-539M6.19				1.0
			RNF215				1.0
			RPL31P20				2.0
			THRB-IT1				2.0
			THRB-AS1				1.0
			RP11-317L10.1				1.0
			MIR4792				1.0
			PTH1R		1.0		2.0
			RP13-131K19.7				5.0
			ARIH2		4.0	2.0	5.0
			RP13-131K19.1				5.0
			RNA5SP130				4.0
			RP11-305O4.3				4.0
			RP11-305O4.2				4.0
			RNU6-1284P				3.0
			RP11-102M11.1				5.0
			RP11-102M11.2		2.0	2.0	7.0
			IL20RB-AS1		1.0	1.0	3.0
			IL20RB		1.0	1.0	4.0
			RP11-408H1.3		1.0		3.0
			SH3BP2				1.0
			MFSD10				1.0
			NOP14-AS1				1.0
			AL590235.1				3.0
			RP11-529E10.6				3.0
			LRPAP1		1.0	1.0	3.0
			RP11-1267H10.2		1.0	1.0	5.0
			RP11-1267H10.1				5.0
			RP11-1267H10.3		5.0	5.0	6.0
			UGT2B15		4.0	3.0	6.0
			RP11-1267H10.4				4.0
			SCARB2		2.0	2.0	3.0
			FAM47E		3.0	3.0	4.0
			FAM47E-STBD1		2.0	2.0	4.0
			MIR5705				3.0
			RP11-529H2.2				1.0
			RP11-710E1.2		1.0	1.0	1.0
			NUDT9				1.0
			SPARCL1		1.0	2.0	1.0
			PCNAP1				5.0
			ADH4		3.0	3.0	5.0
			ADH5				5.0
			MIR581				4.0
			RN7SL801P				4.0
			AC008391.1				1.0
			AL591069.1				2.0
			RN7SL13P				1.0
			AC091654.7				2.0
			AC074121.4		1.0	1.0	1.0
			AC005086.1				2.0
			AC005086.3				2.0
			AC005086.2				2.0
			AC005086.4				2.0
			AC005088.1				2.0
			RP11-138A9.1				4.0
			RP11-138A9.2				4.0
			MIR29B1		3.0	3.0	4.0
			AC016831.7		3.0	3.0	4.0
			MKLN1-AS1		3.0		6.0
			SNORA20				1.0
			RP11-775E10.1		1.0	1.0	1.0
			RNU6-1213P		1.0	1.0	1.0
			RP11-941H19.3				1.0
			RP11-48B3.3				1.0
			RP11-48B3.4		1.0	1.0	1.0
			RPSAP47		1.0	1.0	1.0
			RP11-48B3.2				1.0
			RNU2-71P				1.0
			SLC25A51P3				1.0
			CKS1BP7				1.0
			ZNF704		1.0	1.0	1.0
			PAG1		2.0	2.0	2.0
			GS1-393G12.14				2.0
			TONSL				2.0
			AC084125.4				2.0
			CTD-2517M22.16				3.0
			KIFC2				2.0
			FOXH1				2.0
			CTD-2517M22.14				2.0
			CTD-2517M14.5				2.0
			SLC39A4		1.0	1.0	2.0
			VPS28				2.0
			CYHR1		1.0	1.0	3.0
			PPP1R16A				2.0
			CPSF1				2.0
			UBQLN1				2.0
			RP11-522I20.3				2.0
			MIR7-1				2.0
			RP11-575L7.8				3.0
			MIR4669				1.0
			RXRA		1.0	1.0	1.0
			NT5C1A				1.0
			FPGT-TNNI3K		3.0		3.0
			TNNI3K		3.0		3.0
			LRRC53				3.0
			C1orf173				3.0
			SYPL2		3.0	2.0	3.0
			ATXN7L2				3.0
			WARS2-IT1				1.0
			WARS2				2.0
			RAB18		2.0	1.0	2.0
			RNU6-657P				2.0
			RP11-391J2.3				4.0
			CTBP2P2		1.0		2.0
			CEND1				4.0
			SLC25A22		1.0		4.0
			RPLP2				4.0
			SNORA52				4.0
			AP006621.8				4.0
			EFCAB4A				4.0
			POLR2L		1.0		3.0
			RP11-1391J7.1				2.0
			PIDD				4.0
			CD151		2.0	1.0	3.0
			TSPAN4				2.0
			CHID1				2.0
			RP11-351I24.3				2.0
			RP11-351I24.1				2.0
			BBOX1		1.0		1.0
			RP11-1L12.3		2.0	1.0	1.0
			CTD-2007L18.5				1.0
			AP003096.1		1.0		1.0
			GAL		1.0		1.0
			FGF19		1.0		1.0
			CCND1		1.0		1.0
			ORAOV1		1.0		1.0
			RP11-469H8.8				1.0
			AQP5				1.0
			AQP2				1.0
			RP11-469H8.6				1.0
			AQP6				1.0
			RACGAP1		1.0		1.0
			CSPG4P11				1.0
			AC136698.1				1.0
			RN7SL331P				1.0
			AC103965.1				1.0
			RP11-331F4.1				1.0
			CTRB2				1.0
			CTRB1		1.0		1.0
			RP11-331F4.4				1.0
			RP11-158I3.1				1.0
			RN7SL624P				4.0
			AC090617.1				4.0
			AC130689.5				4.0
			AL450226.2				4.0
			RP1-59D14.5		1.0		2.0
			RP1-59D14.1				2.0
			AC006435.1				2.0
			MNT		1.0		2.0
			METTL16				2.0
			MIR4759				1.0
			AP001601.2		1.0		1.0
			ADAMTS5		1.0		1.0
			RP11-646D13.1				2.0
			SNORD66				2.0
			EIF4G1				2.0
			FAM131A		1.0		2.0
			CLCN2				2.0
			C4orf3				1.0
			RNU4-33P				1.0
			PDE5A		1.0		1.0
			RPL3P6				1.0
			CTD-2194F4.2				1.0
			CAST		1.0		1.0
			CTC-228N24.1		1.0		2.0
			KDELC1P1				3.0
			MIR586				3.0
			CTA-398F10.2		6.0	1.0	8.0
			RNU7-55P				5.0
			RP11-981G7.1				12.0
			AF131215.1				7.0
			AF131215.8		5.0	2.0	10.0
			RP11-148O21.6				9.0
			OR7E161P				11.0
			DEFB136		11.0	6.0	12.0
			DEFB135				12.0
			DEFB134		1.0		12.0
			RP11-481A20.4		1.0		12.0
			RP11-481A20.10				12.0
			RP11-481A20.11		2.0	1.0	12.0
			RP11-116B19.2				1.0
			VENTXP6				1.0
			RP11-624L12.1		3.0	1.0	3.0
			MYOF				3.0
			FAM110D		1.0		2.0
			ZNF593				2.0
			RP11-96L14.7				2.0
			CNKSR1				2.0
			SHMT1P1				1.0
			ST3GAL3		2.0	2.0	2.0
			RPL5P6		3.0	2.0	2.0
			ZNF644				2.0
			UBE2Q1				3.0
			UBE2Q1-AS1				3.0
			TDRD10		2.0	2.0	4.0
			RP11-160H22.3				1.0
			RPL30P1		1.0	1.0	1.0
			RC3H1-IT1				1.0
			RP11-269F20.1		1.0	1.0	1.0
			AKT3		1.0	1.0	1.0
			AKT3-IT1				1.0
			AKR1C5P				1.0
			AKR1C3		1.0	1.0	2.0
			RP11-477L16.2				1.0
			GFRA1		1.0	1.0	1.0
			AC051649.6		1.0		2.0
			SAA1				1.0
			RNA5SP334				1.0
			ST13P5				1.0
			HPS5		1.0	1.0	1.0
			GTF2H1				1.0
			ZNF408		1.0	2.0	2.0
			ATG13				2.0
			MTCH2		4.0	4.0	7.0
			OR4A42P				2.0
			OR4A44P		2.0	2.0	2.0
			OR4A41P		1.0		2.0
			RP11-56P9.6				3.0
			RP11-56P9.4		1.0	1.0	3.0
			RP11-56P9.8				2.0
			RP11-56P9.5		2.0	2.0	3.0
			RP11-56P9.10				3.0
			TRIM51CP		1.0		2.0
			FOLH1		1.0	1.0	3.0
			RP11-707M1.1		4.0	3.0	4.0
			RP11-707M1.9				1.0
			RP11-163O19.11		1.0	1.0	1.0
			RP11-163O19.10				1.0
			TRIM51DP				1.0
			RP11-163O19.3				1.0
			RP11-163O19.8				1.0
			OR4A1P				1.0
			RP11-707M1.7				1.0
			TRIM51FP				1.0
			RP11-163O19.1		1.0	1.0	1.0
			RP11-347H15.2				2.0
			RP11-347H15.3				2.0
			RP11-347H15.4				2.0
			RP11-347H15.5				2.0
			RP11-574M7.1		2.0	3.0	2.0
			OR4C7P				2.0
			OR4C46		1.0	1.0	1.0
			OR4C50P				1.0
			RP11-72M10.2				1.0
			RP11-72M10.8				1.0
			TRIM51HP		1.0	1.0	2.0
			RP11-72M10.5				2.0
			OR4A11P				2.0
			OR4A12P				2.0
			OR4A16		1.0	1.0	2.0
			TRIM48		2.0	3.0	1.0
			RP11-72M10.4				1.0
			RP11-72M10.7				1.0
			OR4C14P				1.0
			OR4C15				2.0
			OR4C16		1.0	1.0	2.0
			OR4C11		1.0	1.0	2.0
			RP11-738O11.12				2.0
			OR5W1P				1.0
			OR5W2		1.0	1.0	1.0
			OR5I1				1.0
			OR10AF1P				1.0
			OR10AK1P				1.0
			RP11-738O11.9				2.0
			RP11-738O11.13				2.0
			TRIM51				1.0
			OR5T3				2.0
			OR5T1		1.0	1.0	2.0
			OR8H1				1.0
			OR8I1P				1.0
			OR5T2		1.0	2.0	2.0
			OR5M5P				1.0
			OR5M11				1.0
			OR5M13P				1.0
			OR5M10		1.0	1.0	1.0
			AC023157.1				1.0
			RP11-467L13.4				1.0
			RP11-467L13.5		1.0	1.0	1.0
			AMN1		1.0	1.0	1.0
			H3F3C				1.0
			RNU6-1069P				1.0
			SNORA25				2.0
			RP11-428G5.4		1.0	1.0	1.0
			RP11-428G5.6		1.0	1.0	1.0
			RP11-428G5.5		1.0	1.0	1.0
			RP11-428G5.1		1.0	1.0	1.0
			AC023050.1				1.0
			RP11-428G5.2		1.0	1.0	1.0
			RP11-428G5.7				1.0
			RP11-50I19.1				1.0
			AVPR1A		1.0	1.0	1.0
			RNU6-36P				1.0
			RP11-1016B18.1		1.0	1.0	1.0
			PARPBP		2.0	1.0	2.0
			NUP37		2.0	1.0	2.0
			PMCH				2.0
			RN7SL793P				2.0
			RP11-18O15.1		2.0	1.0	2.0
			RP11-162N7.1				2.0
			RP4-601P9.2				2.0
			RP11-216P16.6				4.0
			Z98941.1				4.0
			P2RX7		3.0	3.0	4.0
			RP11-340F14.5				3.0
			P2RX4		3.0	3.0	4.0
			CAMKK2		3.0	3.0	4.0
			RANP8				2.0
			N6AMT2				2.0
			XPO4		2.0	1.0	2.0
			LINC00332		1.0	1.0	1.0
			RPL17P51				1.0
			RNU6-1258P				1.0
			MEG3				3.0
			MAP1A		4.0	3.0	4.0
			PPIP5K1				4.0
			RP11-643M14.1				2.0
			C2CD4A				2.0
			NPM1P47		1.0	1.0	2.0
			VPS13C		2.0	1.0	2.0
			C2CD4B				1.0
			DNM1P33				2.0
			RN7SL429P				2.0
			GOLGA6A				2.0
			CTD-2536I1.1		1.0	1.0	1.0
			LA16c-306A4.1				1.0
			RP11-161M6.5				1.0
			AC009041.1				1.0
			C1QTNF8		1.0	1.0	1.0
			LA16c-349E11.1				1.0
			SSTR5-AS1		1.0	1.0	1.0
			SSTR5				1.0
			LA16c-381G6.1				1.0
			LA16c-329F2.1				1.0
			MIR3177				1.0
			HN1L				1.0
			MAPK8IP3		1.0	1.0	1.0
			LA16c-361A3.3				1.0
			CRAMP1L				1.0
			LA16c-431H6.6				1.0
			NME3				1.0
			MRPS34				1.0
			EME2				1.0
			IGFALS		1.0	1.0	1.0
			HAGH				1.0
			FAHD1				1.0
			MEIOB				1.0
			SPSB3		1.0	1.0	1.0
			NUBP2		1.0	1.0	1.0
			LA16c-429E7.1				1.0
			AL499628.1				1.0
			XX-DJ76P10__A.2				1.0
			RN7SL367P				1.0
			MSRB1				1.0
			NDUFB10				1.0
			RPS2				1.0
			SNORA10				1.0
			HS3ST6		1.0	1.0	1.0
			SNORA64				1.0
			AC005363.9				1.0
			RNF151				1.0
			AC005606.1				1.0
			GFER				1.0
			AC005606.14				1.0
			SYNGR3				1.0
			SNHG9				1.0
			TBL3				1.0
			NOXO1				1.0
			RP11-19H6.1				1.0
			RP11-420N3.2		1.0	1.0	1.0
			MIR1538				4.0
			NFAT5		6.0	3.0	6.0
			RP11-960L18.1				2.0
			SMCR2				1.0
			RNU6-288P				2.0
			CTC-264K15.6		2.0	1.0	2.0
			RP11-214C8.2				2.0
			C17orf72				2.0
			ICAM2				2.0
			RP11-476K15.1		1.0	1.0	1.0
			CTD-2015H3.2				1.0
			RP11-176N18.2		1.0	1.0	1.0
			CTC-482H14.5				1.0
			PTPRS				1.0
			CTC-429L19.3				2.0
			KEAP1				2.0
			AC012314.19				5.0
			CTB-83J4.1				4.0
			AC010492.2				4.0
			LILRB3				5.0
			AC010150.2				1.0
			ASXL2		3.0	2.0	3.0
			CDKN2AIPNLP2				1.0
			SLC35F6				1.0
			CENPA		1.0	1.0	1.0
			CGREF1		1.0	1.0	6.0
			RN7SL690P				2.0
			INSM1		1.0	1.0	2.0
			RALGAPA2				2.0
			ZNF877P				2.0
			PLK1S1		2.0	1.0	2.0
			RP4-777D9.2				2.0
			RP5-984P4.1				1.0
			GSTM3P1				1.0
			NKX2-2				1.0
			NKX2-2-AS1				1.0
			RP5-984P4.4		1.0	1.0	1.0
			RP13-152O15.5				2.0
			RGS19		1.0	1.0	2.0
			C20orf201				2.0
			NPBWR2				2.0
			LINC00176				2.0
			OPRL1		1.0	1.0	2.0
			PRPF6				2.0
			RIMKLBP1				1.0
			AP000688.11				1.0
			RNU6-992P				1.0
			CBR1				1.0
			AP000688.15				1.0
			AP000688.29				1.0
			AP000688.1				1.0
			SETD4		1.0	1.0	1.0
			AP000688.14		1.0	1.0	1.0
			APOL5				1.0
			PRDX3P1				5.0
			AL021707.2				5.0
			AL021707.1				5.0
			RP3-508I15.18				5.0
			RP3-508I15.19				5.0
			RP3-508I15.20				5.0
			RP3-508I15.21				5.0
			RP3-508I15.22				5.0
			GTPBP1				6.0
			SUN2		1.0		5.0
			RP3-508I15.14				5.0
			RBX1		1.0	1.0	2.0
			XPNPEP3				3.0
			C3orf38		1.0	1.0	2.0
			PDLIM1P4		1.0	1.0	1.0
			RNU6-26P				1.0
			ST3GAL6		1.0	1.0	2.0
			DCBLD2				1.0
			ZNF90P1				1.0
			IMPG2				1.0
			SENP7		1.0	1.0	1.0
			RP11-144C15.1				1.0
			TRMT10C		1.0		2.0
			RP11-234A1.1				2.0
			RP11-454H13.1		1.0	1.0	2.0
			RNU6-1256P				1.0
			PCNP				2.0
			ZBTB11				1.0
			RNU6-789P				3.0
			RPL7L1P7				1.0
			BPESC1				1.0
			SORCS2		1.0	1.0	1.0
			RP11-539G18.1				2.0
			RP11-539G18.2				1.0
			SMIM14				1.0
			UBE2K		2.0	1.0	2.0
			PRDX4P1		1.0	1.0	1.0
			GABRA2		1.0	1.0	1.0
			RP11-436F23.1				1.0
			RP11-84C13.1				3.0
			TIGD2				3.0
			RP11-84C13.2				3.0
			RNU6-907P				3.0
			TBCAP3				2.0
			EIF4E		2.0	2.0	2.0
			AC004069.1				7.0
			SNORA31				8.0
			AC004069.2		1.0		7.0
			RP11-556I14.1		4.0	3.0	7.0
			AC008964.1				1.0
			RICTOR		1.0	1.0	1.0
			FYB		1.0		2.0
			SERBP1P6				1.0
			CTD-2265D6.2				1.0
			CTD-2325A15.2				2.0
			CTD-2201E18.4				2.0
			CTD-2201E18.2		1.0		2.0
			CTD-2201E18.1		1.0	1.0	2.0
			MIR582				2.0
			RP11-61G23.1		1.0	1.0	1.0
			AC010240.2				2.0
			ATP6V0E1P1				2.0
			CTC-350I8.1				2.0
			AC010240.3		2.0	2.0	2.0
			RP11-485M7.1				3.0
			ZCCHC10				3.0
			RNU6-456P		1.0	1.0	2.0
			AC005355.2				2.0
			RN7SL541P				2.0
			PHF15		4.0	2.0	4.0
			CTC-349C3.2				1.0
			WNT8A				2.0
			RNU6-460P				2.0
			RNU6-888P				1.0
			KIF20A				2.0
			NME5		1.0	1.0	2.0
			BRD8				1.0
			RP11-256P1.1				1.0
			REEP2				1.0
			FAM53C				1.0
			MIR218-2				2.0
			AL356776.1				1.0
			AL080276.1				1.0
			OPRM1		1.0	1.0	1.0
			SDIM1				1.0
			AL590482.1				1.0
			RP11-449P15.2				1.0
			GET4		1.0	1.0	1.0
			RP11-611L7.1				1.0
			AC073343.1				1.0
			AC073343.13		1.0	1.0	1.0
			ZNF12		1.0	1.0	1.0
			PMS2CL				1.0
			ZNF316				1.0
			EEF1A1P26				1.0
			AQP1		2.0	2.0	3.0
			AC096582.7				1.0
			RNU6-241P				1.0
			RP11-638I8.1		1.0	1.0	1.0
			CICP20				1.0
			AC096582.9				1.0
			RNU6-326P				1.0
			SEPT7P2				1.0
			AC096582.8				1.0
			AC096582.1				1.0
			IGFBP1				1.0
			AC073115.6				2.0
			RNU7-76P				2.0
			AC023669.1		1.0	1.0	1.0
			AC004869.3		1.0		2.0
			AC004869.2		3.0	2.0	2.0
			AC011294.3		3.0	3.0	3.0
			EPS15P1				1.0
			AC004901.1		1.0	1.0	1.0
			AC004870.4				1.0
			VPS37D		1.0	1.0	4.0
			DNAJC30				2.0
			MIR4284				3.0
			RN7SL265P				3.0
			LINC00035		1.0		3.0
			ABHD11		1.0	1.0	3.0
			WBSCR22				3.0
			STX1A		2.0	2.0	3.0
			AC022173.2				2.0
			CREB3L2		2.0	1.0	2.0
			RNA5SP276				1.0
			LINC00536		3.0	3.0	3.0
			RP11-629O1.2		1.0	1.0	1.0
			ST3GAL1				1.0
			MIR23B				2.0
			MIR27B				2.0
			MIR3074				2.0
			RP11-67K19.3				3.0
			RP11-264C15.2		3.0	1.0	3.0
			HNRNPA1P15				1.0
			MAPKAP1		2.0	1.0	2.0
			RP11-380J14.1				1.0
			MIR3972				1.0
			PADI3				1.0
			PADI1		1.0	1.0	1.0
			RP11-293K19.1				3.0
			RP11-231N3.1				1.0
			RNA5SP332				1.0
			RRAS2		2.0	1.0	2.0
			RP11-21L19.1				2.0
			RP11-140L24.3				1.0
			COPB1		1.0	1.0	1.0
			RNU7-49P				1.0
			PSMA1		1.0	1.0	1.0
			CALCP				1.0
			CYP2R1		1.0	1.0	1.0
			INSC		1.0	1.0	1.0
			AP002387.1		1.0	1.0	1.0
			DHCR7		1.0	1.0	1.0
			RP11-660L16.2		1.0	1.0	1.0
			NADSYN1		1.0	1.0	1.0
			RP11-684B2.3				1.0
			KRTAP5-7				1.0
			KRTAP5-8				1.0
			KRTAP5-9				1.0
			CCDC38				3.0
			HAL		2.0	1.0	2.0
			RP11-256L6.3				2.0
			LTA4H				2.0
			RP11-256L6.2				2.0
			AMDHD1				2.0
			RP11-545M17.2				1.0
			RP11-545M17.1				1.0
			RP11-545M17.3				1.0
			GEMIN2				1.0
			RPL7AP2				1.0
			RP11-407N17.4				1.0
			TRAPPC6B		1.0	1.0	1.0
			PNN				1.0
			CTD-3098H1.2		1.0	1.0	1.0
			AC124853.1				1.0
			TPRX1				1.0
			CRX				1.0
			BSPH1		1.0	1.0	1.0
			ELSPBP1				1.0
			KLK7				1.0
			KLK8				1.0
			KLK10		1.0	1.0	1.0
			CTC-518B2.12		1.0	1.0	1.0
			KLK12				1.0
			CTC-518B2.9				1.0
			CTC-518B2.10				1.0
			KLK6				1.0
			KLK11				1.0
			KLK13				1.0
			CTB-147C22.9				1.0
			KLK9				1.0
			RPL17P11				3.0
			AC114812.9				3.0
			UGT1A2P				3.0
			AC114812.10		1.0		3.0
			AC114812.5				3.0
			UGT1A8				3.0
			AC114812.8		1.0		3.0
			UGT1A5		3.0	1.0	3.0
			UGT1A4		2.0		3.0
			UGT1A3		1.0		3.0
			DNAJB3				3.0
			UGT1A1		3.0	1.0	3.0
			UGT1A9		3.0	1.0	3.0
			UGT1A7		3.0	1.0	3.0
			PFDN4				4.0
			RP13-644M16.5				2.0
			RP13-644M16.1				2.0
			RP13-644M16.3				1.0
			UGT2B7		2.0	1.0	2.0
			RNA5SP163				2.0
			RP11-545L5.1		1.0	1.0	1.0
			NPFFR2		1.0	1.0	1.0
			RP11-373J21.1				1.0
			RP11-40H19.1				2.0
			LRRC4C		2.0	1.0	2.0
			snoMe28S-Am2634				2.0
			AC011308.1				1.0
			ECEL1		1.0		4.0
			CHRND				4.0
			TIGD1				4.0
			MIR5001				4.0
			CHRNG				4.0
			EIF4E2				4.0
			RP11-465K16.1				2.0
			UBL7				4.0
			UBL7-AS1				4.0
			SEMA7A		2.0	1.0	2.0
			RNA5SP46				2.0
			TMEM125				2.0
			C1orf210				2.0
			EBNA1BP2		2.0	1.0	2.0
			WDR65		2.0	1.0	2.0
			RP4-706L14.2				2.0
			USP33		2.0	2.0	2.0
			RP11-386I14.4				2.0
			RP11-386I14.2				2.0
			FUBP1				2.0
			DNAJB4		2.0	2.0	2.0
			RNU6-1042P				4.0
			RP11-68I18.10				2.0
			TNFAIP8L2				3.0
			LYSMD1		2.0	1.0	3.0
			TMOD4				3.0
			GABPB2				4.0
			SCNM1		2.0	1.0	3.0
			VPS72				3.0
			RP11-46A10.2				2.0
			RP11-46A10.4				2.0
			RP11-46A10.6				2.0
			RP11-46A10.8				2.0
			KIAA1614		2.0	1.0	2.0
			RP11-46A10.5				2.0
			AL162431.1				2.0
			STX6				2.0
			XPR1				2.0
			FCF1P7				2.0
			MIR4677				2.0
			LINC00200				2.0
			ADARB2				2.0
			A1CF		3.0	3.0	3.0
			ATOH7				2.0
			RNU6-1231P				3.0
			AC068896.1				2.0
			METTL10		2.0	1.0	2.0
			FAM175B				2.0
			RP11-12J10.3		4.0	2.0	4.0
			UBQLN3				2.0
			AC087380.14				2.0
			OR52V1P				2.0
			OR52H1				2.0
			OR52H2P				2.0
			OR52B5P				2.0
			OR52T1P				2.0
			HNRNPA1P53				2.0
			OR52B6				2.0
			UBQLNL				2.0
			TRIM6				2.0
			HBG2		3.0	1.0	6.0
			HBE1		1.0		3.0
			AC104389.28				3.0
			AC015691.13				5.0
			TRIM6-TRIM34				5.0
			COX6CP5				2.0
			RP11-236J17.3				2.0
			RP11-236J17.5				2.0
			RP11-236J17.6				2.0
			EIF3F				2.0
			RP5-1024C24.1		2.0	3.0	2.0
			RP11-283I3.1				2.0
			RP11-283I3.2				2.0
			RP11-283I3.4		1.0		2.0
			RP11-283I3.6				2.0
			SLC6A12				2.0
			SLC6A13		2.0	1.0	2.0
			KDM5A				2.0
			RERG-AS1		1.0		2.0
			RP11-123K3.4				3.0
			NUDT15				2.0
			MED4-AS1				2.0
			SUCLA2				2.0
			MED4		2.0	2.0	2.0
			RP11-62C7.2				3.0
			RP11-624L4.1		3.0	2.0	3.0
			ISCA1P4				2.0
			CHAC1		2.0	1.0	2.0
			RP11-540O11.6		1.0		2.0
			DLL4				2.0
			EXD1		2.0	1.0	2.0
			RN7SL497P				2.0
			RNU6-1169P				2.0
			RTF1		2.0	1.0	2.0
			RPAP1		1.0		3.0
			DUOXA2				2.0
			DUOXA1		2.0	1.0	2.0
			DUOX1				2.0
			CTD-2651B20.1				2.0
			SHF				2.0
			RP11-519G16.2				2.0
			CTD-2651B20.7				2.0
			CTD-2651B20.6				2.0
			SNORA11				2.0
			CTD-2651B20.2		2.0	1.0	2.0
			CTD-2651B20.3		2.0	1.0	2.0
			SLC28A2				2.0
			CTD-2651B20.5		2.0	1.0	2.0
			CTD-2651B20.4		2.0	1.0	2.0
			RNU6-953P				2.0
			GATM				2.0
			MIR147B				2.0
			RNU7-5P				2.0
			SPATA5L1		2.0	1.0	2.0
			RP11-519G16.5				2.0
			RP11-519G16.3		1.0		2.0
			SLC30A4		1.0		2.0
			BLOC1S6				2.0
			RP11-96O20.4		2.0	1.0	2.0
			SQRDL		2.0	1.0	2.0
			RP11-718O11.1				2.0
			RNU6-449P				2.0
			WDR72		3.0	3.0	2.0
			RN7SL327P				3.0
			DNM1P34		1.0	1.0	3.0
			ANP32BP1				3.0
			MIR631				3.0
			RP11-817O13.6				3.0
			MAN2C1				3.0
			RPL13P4				2.0
			GOLGA6D				3.0
			NEIL1				4.0
			RP11-817O13.8				3.0
			COMMD4		2.0	1.0	4.0
			CTD-2026K11.3				4.0
			CTD-2026K11.2		1.0	1.0	4.0
			IMP3				4.0
			PTPN9		1.0		4.0
			CTD-2323K18.1		3.0	2.0	4.0
			SNUPN		1.0		4.0
			RP11-24M17.4		1.0		2.0
			MIR4313				2.0
			FBXO22				2.0
			RP11-326L17.1				2.0
			MIR549				2.0
			RP11-351M8.2				2.0
			RP11-351M8.1				2.0
			KIAA1199		2.0	2.0	2.0
			CTD-2194A8.2				2.0
			ACSM2A				2.0
			DNAH3		2.0	1.0	2.0
			RN7SKP142		1.0		2.0
			RP11-7O14.1		4.0	4.0	4.0
			RP11-295M3.2				4.0
			CHD9		4.0	3.0	4.0
			RNU6-1262P				2.0
			RP11-96D1.3				2.0
			SLC7A6		2.0	1.0	2.0
			SLC7A6OS				2.0
			PRMT7		1.0		2.0
			RPL17P43				2.0
			SNORA59B				2.0
			CTB-187M2.3				2.0
			SLC47A1		2.0	1.0	2.0
			RP11-1113L8.1		1.0	1.0	2.0
			RP11-1113L8.2				1.0
			RP11-1113L8.6				1.0
			RP11-1113L8.7				1.0
			MTND1P14				1.0
			TRNAQ41P				1.0
			MTND2P12				1.0
			AC025627.4				1.0
			AC025627.7				2.0
			CTD-2104P17.1				1.0
			RP5-906A24.2				2.0
			RPL19		1.0	1.0	2.0
			ARL5C				2.0
			CACNB1				2.0
			STAC2		1.0		2.0
			RN7SL448P		1.0		5.0
			TBX4		1.0		2.0
			RP11-15K2.2				2.0
			snR65				2.0
			RP11-286N3.2				2.0
			RP11-552O4.1				2.0
			RP11-552O4.2				2.0
			AQP4				2.0
			RP11-1096D5.2				2.0
			RP11-879F14.1		2.0	1.0	2.0
			RGS9BP				2.0
			CTD-2538C1.2				2.0
			NUDT19				2.0
			CTD-2538C1.3		2.0	2.0	2.0
			CTC-379B2.4				2.0
			CTD-2293H3.2				2.0
			ZNF568		2.0		2.0
			CTD-3220F14.1				1.0
			CTD-3220F14.2				2.0
