gene_name	ihs
RP11-185N2.1	2.087
RP11-185O21.1	0.333
RP11-185P18.2	1.283
RP11-186F10.2	1.581
RP11-186N15.3	0.612
RP11-186O14.7	2.019
RP11-187E13.1	2.392
RP11-187E13.2	1.72
RP11-187O7.1	1.116
RP11-187O7.3	3.325
RP11-187O7.4	-0.01
RP11-188C12.2	1.4
RP11-188C12.3	2.786
RP11-188D8.1	2.697
RP11-188I24.1	1.867
RP11-188P17.2	2.232
RP11-188P20.3	-0.414
RP11-189B4.6	1.954
RP11-189E14.3	1.125
RP11-189E14.4	1.228
RP11-189E14.5	0.801
RP11-189G24.2	2.121
RP11-18A15.1	2.29
RP11-18B16.1	2.026
RP11-18B16.2	2.479
RP11-18B3.2	0.482
RP11-18B3.3	-0.169
RP11-18D7.2	1.218
RP11-18D7.3	1.798
RP11-18F14.1	2.521
RP11-18F14.4	2.546
RP11-18H21.1	3.434
RP11-18H21.2	2.886
RP11-18H21.3	1.827
RP11-18H7.1	2.747
RP11-18I14.10	2.541
RP11-18I14.11	-0.981
RP11-18J9.3	2.141
RP11-18M17.1	0.874
RP11-18O11.1	1.631
RP11-18O11.2	1.89
RP11-18O15.1	1.313
RP11-190A12.7	2.037
RP11-190A12.8	1.735
RP11-190C22.1	0.254
RP11-190C22.8	1.002
RP11-190C22.9	2.136
RP11-190D6.2	1.312
RP11-190G13.4	1.616
RP11-190I17.2	6.761
RP11-190I17.4	1.546
RP11-190J1.3	1.678
RP11-190J23.1	1.688
RP11-190P13.1	0.753
RP11-190P13.2	5.259
RP11-191A15.1	0.641
RP11-191A15.2	0.973
RP11-191A15.4	3.344
RP11-191G24.1	3.465
RP11-191L17.1	1.799
RP11-191L9.4	2.939
RP11-191L9.5	0.881
RP11-191N8.2	1.498
RP11-192B18.1	2.178
RP11-192C21.1	1.818
RP11-192C21.2	2.237
RP11-192C21.3	1.954
RP11-192H23.4	3.172
RP11-192H23.5	2.909
RP11-192H23.6	1.494
RP11-192H23.7	
RP11-192H23.8	
RP11-192H6.2	2.457
RP11-192M23.1	0.56
RP11-192P3.4	1.91
RP11-192P3.5	1.774
RP11-192P9.1	5.369
RP11-193F5.1	1.874
RP11-193F5.4	
RP11-193H22.2	0.556
RP11-193H5.1	2.984
RP11-193H5.2	0.262
RP11-193H5.5	0.841
RP11-193I22.2	
RP11-193M21.1	2.047
RP11-193P11.3	1.116
RP11-194G10.3	1.622
RP11-194N12.2	1.097
RP11-195B17.1	-0.53
RP11-195B3.1	5.822
RP11-195C7.1	1.143
RP11-195C7.2	0.74
RP11-195C7.3	1.901
RP11-195E2.4	1.274
RP11-195F19.30	0.749
RP11-195F19.5	0.454
RP11-195F19.9	1.754
RP11-195M16.1	1.458
RP11-195M16.3	1.673
RP11-196D18.1	0.566
RP11-196D18.2	1.042
RP11-196D18.4	1.817
RP11-196D18.5	1.508
RP11-196E1.3	1.674
RP11-196G11.1	0.992
RP11-196G11.2	0.389
RP11-196G11.4	0.966
RP11-196G18.1	
RP11-196G18.21	
RP11-196G18.22	
RP11-196G18.24	
RP11-196G18.3	
RP11-196H14.2	3.187
RP11-196H14.3	1.825
RP11-196H14.4	1.034
RP11-196I18.2	0.771
RP11-196I18.3	0.828
RP11-196I18.4	2.558
RP11-196O16.1	2.006
RP11-196O2.1	1.172
RP11-196P2.1	5.513
RP11-197B12.1	2.246
RP11-197K3.1	3.035
RP11-197K6.1	1.906
RP11-197M22.2	1.388
RP11-197N18.2	0.26
RP11-197N18.7	0.629
RP11-197O8.1	3.643
RP11-197P3.1	7.514
RP11-197P3.4	1.979
RP11-197P3.5	1.905
RP11-198M11.2	2.897
RP11-198M15.1	-0.439
RP11-198M6.2	1.995
RP11-199F11.2	0.819
RP11-199F6.4	3.579
RP11-199O14.1	4.051
RP11-19C24.1	2.037
RP11-19D2.1	1.749
RP11-19D2.2	1.68
RP11-19E11.1	3.135
RP11-19F9.1	4.421
RP11-19G24.1	
RP11-19G24.2	-2.407
RP11-19H6.1	
RP11-19J3.5	-0.255
RP11-19J5.1	3.019
RP11-19J5.2	1.491
RP11-19N8.2	
RP11-19N8.3	
RP11-19N8.4	
RP11-19O2.1	1.765
RP11-19O2.2	2.237
RP11-19O2.4	3.443
RP11-19P22.10	0.601
RP11-19P22.2	1.41
RP11-19P22.3	0.38
RP11-19P22.5	0.526
RP11-19P22.6	0.806
RP11-19P22.7	1.855
RP11-19P22.8	1.714
RP11-1B20.1	0.6
RP11-1C1.4	0.953
RP11-1C1.5	1.4
RP11-1C1.6	0.787
RP11-1C1.7	1.061
RP11-1C8.4	1.342
RP11-1C8.5	1.573
RP11-1C8.6	1.458
RP11-1C8.7	0.809
RP11-1D12.1	0.476
RP11-1D12.2	4.75
RP11-1E1.1	1.651
RP11-1E1.2	1.431
RP11-1E11.1	2.528
RP11-1E11.2	2.961
RP11-1E22.1	1.19
RP11-1E3.1	4.476
RP11-1E4.1	2.2
RP11-1E6.1	1.897
RP11-1G11.2	1.31
RP11-1H15.1	0.334
RP11-1H15.2	2.297
RP11-1J11.1	2.094
RP11-1J7.1	2.36
RP11-1K3.1	1.219
RP11-1L12.3	3.488
RP11-1L9.1	1.709
RP11-1M18.1	2.731
RP11-1O10.1	-1.211
RP11-1O2.1	3.077
RP11-1O7.1	2.228
RP11-200A1.1	6.675
RP11-200A13.1	
RP11-200A13.2	0.23
RP11-200A13.3	
RP11-201A3.1	2.751
RP11-201E8.1	1.694
RP11-201K10.3	1.101
RP11-201M22.1	4.466
RP11-201O14.1	-0.301
RP11-201O14.2	-1.114
RP11-202A13.1	1.879
RP11-202D1.2	1.224
RP11-202D1.3	1.394
RP11-202D18.2	1.425
RP11-202G11.1	
RP11-202G11.2	2.396
RP11-202G18.1	4.888
RP11-202H2.1	4.745
RP11-202I11.2	1.76
RP11-202K23.1	5.367
RP11-203B7.1	1.185
RP11-203B7.2	2.764
RP11-203B9.4	0.864
RP11-203E8.1	2.159
RP11-203F10.1	1.75
RP11-203F10.5	1.584
RP11-203F10.6	0.171
RP11-203F8.1	0.651
RP11-203H2.1	2.358
RP11-203H2.2	2.515
RP11-203I2.1	
RP11-203J24.8	2.391
RP11-203J24.9	2.187
RP11-203L2.3	1.049
RP11-203L2.4	2.012
RP11-203M5.2	1.502
RP11-203M5.6	1.48
RP11-203M5.7	0.5
RP11-203M5.8	1.31
RP11-203P2.2	-0.698
RP11-203P23.2	0.331
RP11-204C16.4	
RP11-204C23.1	2.289
RP11-204E4.3	2.799
RP11-204E9.1	3.573
RP11-204H9.2	1.993
RP11-204K16.1	1.391
RP11-204L24.2	0.455
RP11-204N11.1	1.888
RP11-204N11.2	2.062
RP11-204P2.3	0.601
RP11-205K6.1	1.569
RP11-205K6.2	1.463
RP11-205M20.7	0.015
RP11-205M3.1	2.451
RP11-205M3.3	4.288
RP11-206F17.2	1.728
RP11-206M11.7	2.939
RP11-206P5.1	3.648
RP11-206P5.2	3.066
RP11-207C16.4	1.283
RP11-207F8.1	3.65
RP11-208C17.4	0.936
RP11-208G20.3	2.253
RP11-208K4.1	2.776
RP11-208N14.4	2.786
RP11-208N20.1	1.798
RP11-208P4.1	2.872
RP11-209D14.2	2.26
RP11-209D14.4	
RP11-209E8.1	5.446
RP11-209K10.2	2.484
RP11-209M4.1	2.007
RP11-20A20.2	3.004
RP11-20B24.3	-0.517
RP11-20B24.4	0.614
RP11-20B24.5	1.806
RP11-20B24.6	
RP11-20B24.7	-0.627
RP11-20B7.1	3.955
RP11-20D14.3	1.275
RP11-20D14.4	2.525
RP11-20D14.6	2.194
RP11-20E23.1	2.81
RP11-20E24.1	1.593
RP11-20F24.2	0.488
RP11-20G13.1	3.078
RP11-20G13.2	2.744
RP11-20G13.3	2.694
RP11-20G6.2	2.665
RP11-20G6.3	1.226
RP11-20I20.1	1.328
RP11-20I20.2	2.224
RP11-20I20.4	
RP11-20I23.1	1.75
RP11-20I23.8	
RP11-20J1.1	1.884
RP11-20J15.2	3.755
RP11-20J15.3	5.319
RP11-20L19.1	2.315
RP11-20O24.1	-0.32
RP11-20P5.2	0.915
RP11-210G22.1	1.884
RP11-210H10__A.1	2.505
RP11-210K20.2	-0.881
RP11-210K20.4	
RP11-210L7.1	3.342
RP11-210M15.1	0.964
RP11-210M15.2	2.059
RP11-210N13.1	2.088
RP11-211A18.1	-0.68
RP11-211A18.2	0.031
RP11-211C9.1	2.178
RP11-211F2.1	2.783
RP11-211G23.1	1.303
RP11-211G23.2	1.195
RP11-211G3.2	2.349
RP11-211G3.3	2.253
RP11-211N11.5	1.564
RP11-211N8.2	
RP11-211N8.3	
RP11-211N8.7	
RP11-212D19.4	2.072
RP11-212D19.5	1.598
RP11-212D3.2	
RP11-212D3.4	1.616
RP11-212E8.1	1.595
RP11-212F11.1	1.151
RP11-212I21.2	1.402
RP11-212I21.4	1.056
RP11-212J19.1	3.939
RP11-212P7.1	0.308
RP11-212P7.2	0.894
RP11-212P7.3	1.304
RP11-213G2.1	1.76
RP11-213G2.2	1.687
RP11-213G2.3	1.876
RP11-213G2.5	2.546
RP11-213G21.1	1.85
RP11-213G21.2	2.114
RP11-213G6.2	3.029
RP11-213H15.1	3.278
RP11-213H15.4	1.738
RP11-213L8.1	3.606
RP11-213N20.1	
RP11-214C8.2	1.393
RP11-214D15.2	1.382
RP11-214J9.1	-0.025
RP11-214K3.18	
RP11-214K3.19	-0.278
RP11-214K3.21	
RP11-214K3.22	1.715
RP11-214K3.23	0.13
RP11-214K3.24	0.389
RP11-214K3.5	
RP11-214L13.1	1.765
RP11-214L19.1	2.846
RP11-214N1.1	1.911
RP11-214N16.2	1.439
RP11-214N9.1	1.88
RP11-214O1.1	1.669
RP11-214O1.2	0.715
RP11-214O1.3	0.96
RP11-214O14.1	0.424
RP11-215A19.2	3.796
RP11-215A21.2	2.988
RP11-215C7.3	0.401
RP11-215D10.1	2.691
RP11-215E13.1	2.373
RP11-215E13.2	-0.427
RP11-215G15.4	1.943
RP11-215G15.5	1.192
RP11-215H18.5	0.766
RP11-215H22.1	1.478
RP11-215I16.1	2.198
RP11-215N21.1	4.318
RP11-215P8.1	2.235
RP11-215P8.3	2.116
RP11-215P8.4	1.669
RP11-216B9.6	1.574
RP11-216F5.1	6.003
RP11-216L13.17	1.456
RP11-216L13.18	1.098
RP11-216L13.19	0.881
RP11-216M21.6	
RP11-216M21.7	
RP11-216N14.1	1.253
RP11-216N14.5	1.3
RP11-216N14.7	0.517
RP11-216N14.8	1.066
RP11-216N14.9	
RP11-216N21.1	
RP11-216N21.2	-0.056
RP11-216P16.2	1.808
RP11-216P16.4	1.081
RP11-216P16.6	2.055
RP11-217B1.2	1.775
RP11-217B7.2	2.462
RP11-217B7.3	2.77
RP11-217C7.1	3.702
RP11-217E13.1	4.321
RP11-217E22.5	1.398
RP11-217F16.1	0.965
RP11-217H19.1	2.084
RP11-217L21.1	1.522
RP11-217O12.1	4.624
RP11-218C14.2	1.329
RP11-218C14.5	0.955
RP11-218C14.8	0.365
RP11-218C23.1	1.779
RP11-218D6.3	
RP11-218D6.4	2.068
RP11-218E20.2	2.586
RP11-218E20.3	2.137
RP11-218E20.5	1.522
RP11-218F10.3	0.614
RP11-218F4.1	2.207
RP11-218F4.2	-0.864
RP11-218I7.2	2.241
RP11-218M11.3	1.099
RP11-218M22.1	2.708
RP11-218M22.2	2.554
RP11-219B17.1	2.279
RP11-219B17.2	1.059
RP11-219B4.3	0.951
RP11-219B4.5	1.57
RP11-219B4.6	1.172
RP11-219B4.7	1.527
RP11-219C20.1	2.375
RP11-219C20.3	2.302
RP11-219C24.10	
RP11-219D15.3	0.397
RP11-219E7.1	0.838
RP11-219E7.2	3.058
RP11-219E7.3	2.094
RP11-219E7.4	1.95
RP11-219F10.1	1.903
RP11-219G10.1	2.375
RP11-219G17.4	2.351
RP11-219G17.6	2.548
RP11-219I21.1	6.15
RP11-219J21.1	2.381
RP11-219J21.2	2.398
RP11-219O3.2	0.431
RP11-21A7A.2	1.713
RP11-21A7A.3	-0.294
RP11-21A7A.4	1.713
RP11-21B21.4	1.684
RP11-21B23.1	0.653
RP11-21B23.2	1.703
RP11-21B23.3	2.099
RP11-21C17.1	3.285
RP11-21C4.1	0.641
RP11-21C4.4	1.931
RP11-21C4.5	0.821
RP11-21G15.1	1.977
RP11-21G20.1	
RP11-21G20.3	1.334
RP11-21G20.4	0.919
RP11-21I10.2	1.852
RP11-21J18.1	1.889
RP11-21J7.1	4.07
RP11-21L1.1	2.615
RP11-21L19.1	0.85
RP11-21L23.2	1.721
RP11-21L23.3	0.414
RP11-21L23.4	2.356
RP11-21M24.2	1.079
RP11-21M24.3	-0.062
RP11-21M7.2	0.31
RP11-220C2.1	3.287
RP11-220D10.1	4.222
RP11-220H4.2	2.678
RP11-220I1.1	0.543
RP11-220I1.2	1.437
RP11-220I1.5	1.082
RP11-221E20.4	1.937
RP11-221E20.5	1.622
RP11-221H10.1	3.185
RP11-221J22.1	2.789
RP11-221J22.2	2.789
RP11-221N13.2	-0.543
RP11-221N13.3	0.837
RP11-221N13.4	3.141
RP11-222A11.1	3.632
RP11-222A5.1	1.847
RP11-222G7.2	2.107
RP11-222K16.1	2.207
RP11-222K16.2	0.784
RP11-222N13.1	2.734
RP11-222O23.1	4.001
RP11-223A3.1	1.699
RP11-223C24.1	1.76
RP11-223C24.2	1.314
RP11-223I10.1	1.685
RP11-223J15.2	1.749
RP11-223J6.1	
RP11-223P11.2	2.091
RP11-223P11.3	2.091
RP11-224O19.2	1.135
RP11-224O19.4	
RP11-224O19.5	0.66
RP11-224P11.1	2.351
RP11-225H22.4	1.354
RP11-225H22.5	2.318
RP11-225H22.7	
RP11-225N10.1	2.407
RP11-225N10.3	0.209
RP11-226F19.1	1.928
RP11-226L15.1	1.476
RP11-226L15.5	0.638
RP11-226P1.1	
RP11-226P1.2	1.514
RP11-226P1.3	1.909
RP11-227B21.2	0.205
RP11-227D13.1	1.732
RP11-227D13.2	-0.276
RP11-227D13.4	0.006
RP11-227D2.3	1.821
RP11-227F19.1	3.849
RP11-227F19.2	3.423
RP11-227F19.5	0.742
RP11-227F8.2	2.614
RP11-227G15.2	4.06
RP11-227G15.3	4.06
RP11-227G15.5	0.185
RP11-227G15.6	1.084
RP11-227G15.8	1.148
RP11-227G15.9	0.059
RP11-227H15.4	2.1
RP11-227H15.5	1.646
RP11-227H15.7	-0.651
RP11-227H4.1	1.292
RP11-227H4.5	0.258
RP11-227J5.3	0.817
RP11-227P3.1	1.259
RP11-228B15.4	1.544
RP11-228G3.1	3.531
RP11-228O6.2	2.476
RP11-229A12.2	-0.68
RP11-229C3.2	4.031
RP11-229M1.2	1.837
RP11-229P13.15	0.594
RP11-229P13.19	0.714
RP11-229P13.2	0.872
RP11-229P13.20	0.882
RP11-229P13.22	1.126
RP11-229P13.23	-0.208
RP11-229P13.25	1.531
RP11-22A3.1	2.229
RP11-22A3.2	2.688
RP11-22B10.3	-0.603
RP11-22B23.1	2.707
RP11-22B23.2	1.58
RP11-22C11.1	0.593
RP11-22C11.2	1.396
RP11-22C8.1	1.853
RP11-22D3.1	1.464
RP11-22D3.2	1.844
RP11-22H5.2	3.113
RP11-22K10.1	2.899
RP11-22L13.1	0.842
RP11-22M7.2	1.315
RP11-22N12.2	0.789
RP11-22N19.2	4.21
RP11-22P4.1	3.817
RP11-22P4.2	0.75
RP11-22P6.2	0.357
RP11-22P6.3	
RP11-230B22.1	2.458
RP11-230C9.1	3.761
RP11-230C9.2	0.276
RP11-230C9.4	2.226
RP11-230G5.2	3.469
RP11-230L22.4	-1.4
RP11-231C14.3	-0.018
RP11-231C18.1	4.21
RP11-231C18.2	1.617
RP11-231D20.2	5.348
RP11-231E19.1	1.606
RP11-231E4.2	1.752
RP11-231E4.3	1.444
RP11-231E6.1	2.411
RP11-231G15.1	3.837
RP11-231G15.2	1.692
RP11-231G15.3	1.817
RP11-231G3.1	1.314
RP11-231I13.2	5.238
RP11-231I16.1	1.256
RP11-231K24.2	1.438
RP11-231L11.1	2.172
RP11-231L11.3	
RP11-231N3.1	2.789
RP11-231N9.1	1.363
RP11-231P20.2	0.934
RP11-231P20.5	-1.649
RP11-232A1.2	3.618
RP11-232C2.1	2.591
RP11-232C2.2	1.095
RP11-232C2.3	-0.302
RP11-232D9.1	2.383
RP11-232D9.2	2.48
RP11-232D9.3	2.748
RP11-232D9.4	-1.295
RP11-232L2.1	1.934
RP11-232L2.2	1.048
RP11-232M24.1	1.184
RP11-233E12.1	4.978
RP11-233E12.2	2.96
RP11-233E12.4	2.575
RP11-233G1.4	0.607
RP11-234A1.1	0.32
RP11-234B24.2	1.684
RP11-234B24.4	0.423
RP11-234B24.5	-0.246
RP11-234B24.6	2.953
RP11-234K19.1	2.084
RP11-234K24.3	0.943
RP11-234N17.1	-0.453
RP11-234O6.2	2.052
RP11-234P3.2	0.469
RP11-235C23.5	-1.845
RP11-235D19.2	1.887
RP11-235D19.3	1.294
RP11-235E17.3	
RP11-235E17.4	-0.876
RP11-235E17.5	0.178
RP11-235G24.1	4.18
RP11-235G24.2	1.579
RP11-235G24.3	2.324
RP11-235P11.1	1.06
RP11-236B18.2	2.369
RP11-236B18.5	1.711
RP11-236J17.3	1.365
RP11-236J17.5	0.75
RP11-236J17.6	2.475
RP11-236L14.1	2.343
RP11-236P13.1	2.07
RP11-236P24.3	0.087
RP11-237D3.1	1.853
RP11-237M21.1	
RP11-237P21.1	4.665
RP11-238F2.1	4.071
RP11-238I10.1	2.212
RP11-238K6.1	5.931
RP11-238K6.2	1.805
RP11-239A17.1	4.618
RP11-239E10.2	1.34
RP11-239E10.3	1.646
RP11-239H6.2	2.007
RP11-239L20.3	
RP11-23A22.1	3.266
RP11-23B15.1	1.461
RP11-23B5.1	0.864
RP11-23B7.3	1.378
RP11-23B7.4	0.731
RP11-23D24.2	4.387
RP11-23D5.1	3.677
RP11-23E19.1	2.118
RP11-23E19.2	1.349
RP11-23F23.2	1.659
RP11-23F23.3	1.678
RP11-23I7.1	1.748
RP11-23J18.1	2.165
RP11-23J9.3	1.092
RP11-23J9.4	1.698
RP11-23J9.5	1.698
RP11-23J9.6	1.407
RP11-23J9.7	1.15
RP11-23N2.4	3.143
RP11-23O13.1	0.907
RP11-23P13.6	0.857
RP11-23P13.7	0.857
RP11-240A16.1	5.588
RP11-240D10.4	1.402
RP11-240E2.2	2.336
RP11-240G22.1	2.049
RP11-240L7.4	1.063
RP11-240M16.1	1.335
RP11-241G9.3	2.562
RP11-241I20.1	0.901
RP11-241I20.5	2.328
RP11-241J12.3	0.262
RP11-241K18.2	1.613
RP11-241N4.2	1.055
RP11-242C19.2	1.312
RP11-242C24.2	1.364
RP11-242C24.3	1.555
RP11-242F11.2	3.117
RP11-242F24.1	1.79
RP11-242F4.2	1.078
RP11-242G20.1	2.212
RP11-242J7.1	0.881
RP11-242O24.3	0.93
RP11-242O24.5	-0.832
RP11-242P2.1	5.758
RP11-242P2.2	2.802
RP11-243A14.1	1.905
RP11-243A14.2	1.711
RP11-243A14.3	1.478
RP11-243E13.1	2.21
RP11-243E13.2	1.583
RP11-243J16.7	0.861
RP11-243J16.8	0.959
RP11-243M5.1	2.177
RP11-244B22.1	
RP11-244B22.3	
RP11-244B22.5	
RP11-244B22.6	
RP11-244B22.7	
RP11-244F12.1	2.119
RP11-244F12.2	1.459
RP11-244F12.3	1.082
RP11-244H18.4	0.94
RP11-244H3.1	3.414
RP11-244J10.1	1.418
RP11-244K5.6	2.556
RP11-244K5.8	1.945
RP11-244N20.7	
RP11-244N9.4	1.003
RP11-244N9.6	2.326
RP11-244O19.1	2.173
RP11-245A18.1	0.707
RP11-245C17.2	
RP11-245C23.3	
RP11-245G13.1	3.23
RP11-245G13.2	3.091
RP11-245J24.1	
RP11-245J9.4	1.178
RP11-245J9.5	1.298
RP11-245J9.6	0.928
RP11-245M24.1	1.953
RP11-245P10.4	0.461
RP11-245P10.6	0.684
RP11-245P10.8	0.444
RP11-246A10.1	2.912
RP11-246K15.1	2.852
RP11-247A12.1	0.428
RP11-247A12.2	7.203
RP11-247A12.7	1.792
RP11-247A12.8	1.215
RP11-247C2.1	1.205
RP11-247C2.2	2.067
RP11-247I13.11	1.689
RP11-247I13.3	
RP11-247I13.6	1.122
RP11-247I13.8	0.84
RP11-247L20.3	0.628
RP11-247L20.4	0.024
RP11-248B24.4	
RP11-248C1.3	1.197
RP11-248E9.1	2.692
RP11-248E9.4	1.542
RP11-248E9.5	1.271
RP11-248E9.6	1.176
RP11-248E9.7	1.249
RP11-248G5.8	1.069
RP11-248I9.2	3.773
RP11-248J18.2	0.605
RP11-248J18.3	
RP11-248J23.5	0.201
RP11-248J23.6	1.258
RP11-248J23.7	1.682
RP11-248N22.1	1.718
RP11-248N22.2	1.269
RP11-249C24.10	1.247
RP11-249C24.11	1.286
RP11-249L21.2	
RP11-249M12.2	3.255
RP11-24B19.3	-0.336
RP11-24B19.4	-0.797
RP11-24C14.1	5.125
RP11-24C3.2	0.847
RP11-24D15.1	1.978
RP11-24F11.2	2.504
RP11-24H1.1	1.532
RP11-24I21.1	1.672
RP11-24J19.1	1.332
RP11-24J23.2	1.664
RP11-24N18.1	
RP11-24P14.1	2.514
RP11-24P4.1	4.962
RP11-250B16.1	-0.474
RP11-250B2.2	5.102
RP11-250B2.3	4.368
RP11-250B2.5	0.709
RP11-250B2.6	2.916
RP11-250H24.2	
RP11-250H24.4	
RP11-251G23.2	0.978
RP11-251G23.5	0.996
RP11-251M1.1	1.963
RP11-251P6.1	3.089
RP11-252A24.2	1.951
RP11-252A24.3	1.951
RP11-252A24.5	2.102
RP11-252A24.7	1.771
RP11-252C15.1	1.333
RP11-252C24.2	5.867
RP11-252E2.1	1.655
RP11-252E2.2	2.165
RP11-252I13.1	1.734
RP11-252I13.2	1.863
RP11-252I14.1	2.26
RP11-252I14.2	-1.463
RP11-252K23.1	
RP11-252K23.2	-3.971
RP11-252M18.3	3.752
RP11-252M21.6	0.559
RP11-252O18.2	2.259
RP11-252O18.3	3.37
RP11-252O2.2	0.809
RP11-252P18.1	1.456
RP11-252P19.1	1.317
RP11-252P19.2	0.841
RP11-253A20.1	1.783
RP11-253D19.1	2.343
RP11-253D19.2	2.377
RP11-253E3.1	1.674
RP11-253E3.3	1.986
RP11-253I19.3	0.432
RP11-253I19.4	0.06
RP11-253M7.1	2.457
RP11-253M7.3	
RP11-253M7.4	1.381
RP11-253M7.6	1.603
RP11-254A17.1	2.532
RP11-254B13.1	1.297
RP11-254B13.3	0.505
RP11-254B13.4	
RP11-254F19.2	1.743
RP11-254F19.3	2.797
RP11-254F7.1	2.188
RP11-254F7.2	1.361
RP11-254F7.3	0.928
RP11-254F7.4	1.116
RP11-254G11.1	
RP11-254I22.1	1.613
RP11-254I22.2	0.928
RP11-254I22.3	0.262
RP11-255A11.21	2.018
RP11-255A11.4	2.189
RP11-255B23.1	3.431
RP11-255B23.4	2.653
RP11-255C15.3	1.066
RP11-255C15.4	0.311
RP11-255E6.5	0.65
RP11-255E6.6	0.776
RP11-255G12.2	2.339
RP11-255G12.3	3.267
RP11-255G21.1	-0.045
RP11-255I10.1	1.438
RP11-255I10.2	2.679
RP11-255J3.2	1.259
RP11-255J3.3	1.502
RP11-255L13.1	3.037
RP11-255M2.1	2.173
RP11-255M2.2	3.768
RP11-255M6.1	0.343
RP11-255N24.1	2.46
RP11-255N24.4	2.965
RP11-255P5.2	0.211
RP11-256G5.1	1.989
RP11-256I23.1	-0.331
RP11-256I23.2	-2.053
RP11-256I23.3	1.259
RP11-256I9.2	2.641
RP11-256I9.3	2.197
RP11-256K7.1	1.492
RP11-256L11.1	1.461
RP11-256L11.3	1.027
RP11-256L6.2	1.805
RP11-256L6.3	5.526
RP11-256L6.4	2.176
RP11-256P1.1	0.993
RP11-257A22.1	4.028
RP11-257I14.1	2.396
RP11-257I8.1	1.83
RP11-257I8.2	2.838
RP11-257K9.3	0.481
RP11-257K9.8	2.632
RP11-257P3.3	2.645
RP11-258B16.1	5.087
RP11-258C19.5	1.101
RP11-258C19.7	1.57
RP11-258F1.1	0.751
RP11-258F22.1	1.427
RP11-258F22.2	0.839
RP11-258J10.1	6.577
RP11-258O13.1	4.01
RP11-259A24.1	2.621
RP11-259F16.3	-0.563
RP11-259G18.1	1.341
RP11-259G18.2	1.546
RP11-259G18.3	1.619
RP11-259K15.2	2.243
RP11-259K5.1	0.695
RP11-259K5.2	0.83
RP11-259N19.1	1.664
RP11-259O18.4	1.095
RP11-259O2.1	1.619
RP11-259O2.2	2.624
RP11-259O2.3	2.486
RP11-259P1.1	3.646
RP11-259P15.1	
RP11-259P15.3	2.064
RP11-259P15.4	0.766
RP11-259P20.1	0.87
RP11-259P6.3	2.008
RP11-25B7.1	0.68
RP11-25C15.1	2.112
RP11-25C19.3	1.377
RP11-25D10.1	2.044
RP11-25D10.2	2.213
RP11-25D3.1	-0.761
RP11-25E2.1	5.809
RP11-25G10.2	0.758
RP11-25H11.1	3.932
RP11-25H12.1	3.733
RP11-25I11.1	2.294
RP11-25I15.1	-0.044
RP11-25I15.2	4.248
RP11-25I15.3	2.013
RP11-25I9.2	2.674
RP11-25J3.2	0.836
RP11-25K19.1	3.092
RP11-25K21.1	3.59
RP11-25K21.6	2.093
RP11-25L3.3	2.783
RP11-25L5.2	3.006
RP11-25O10.2	0.965
RP11-25O3.1	4.703
RP11-25P11.2	2.061
RP11-260E18.1	1.507
RP11-260G13.1	2.53
RP11-260M19.1	2.777
RP11-260M19.2	5.412
RP11-260M2.1	
RP11-260O18.1	4.371
RP11-261B23.1	
RP11-261B23.2	
RP11-261C10.3	1.269
RP11-261C10.4	0.365
RP11-261C10.5	0.734
RP11-261C10.7	2.047
RP11-261N11.8	3.237
RP11-261P24.2	0.896
RP11-261P9.4	0.857
RP11-262A12.1	3.108
RP11-262D11.1	0.215
RP11-262D11.2	1.779
RP11-262H14.4	
RP11-262I2.2	2.292
RP11-262K1.1	2.27
RP11-262M14.2	
RP11-263C16.2	2.161
RP11-263C24.1	-0.313
RP11-263C24.3	0.935
RP11-263E1.1	0.629
RP11-263F14.3	1.692
RP11-263I1.1	2.006
RP11-263K19.4	1.283
RP11-263K19.6	
RP11-263K4.1	
RP11-263K4.3	2.684
RP11-263K4.4	2.657
RP11-263K4.5	2.623
RP11-264A11.1	0.801
RP11-264B14.1	3.312
RP11-264B14.2	
RP11-264B17.2	1.411
RP11-264B17.3	0.959
RP11-264B17.4	0.959
RP11-264B17.5	-1.079
RP11-264C15.2	2.698
RP11-264E18.1	2.951
RP11-264E20.1	2.612
RP11-264E20.2	1.214
RP11-264F23.1	-0.431
RP11-264F23.3	2.336
RP11-264F23.4	1.575
RP11-264I13.2	1.075
RP11-264K23.1	1.887
RP11-264L1.3	1.6
RP11-264L1.4	1.01
RP11-264M12.2	1.602
RP11-265B8.5	1.337
RP11-265D17.2	1.159
RP11-265D19.6	1.244
RP11-265D19.7	0.858
RP11-265D20.1	2.603
RP11-265E18.1	0.748
RP11-265F19.1	0.888
RP11-265G8.3	
RP11-265N6.1	0.687
RP11-265N6.2	1.497
RP11-265N6.3	0.762
RP11-265N6.4	1.101
RP11-265N7.1	1.876
RP11-265N7.2	2.966
RP11-265O12.1	1.85
RP11-265P11.1	2.448
RP11-265P11.2	1.089
RP11-266A24.1	2.388
RP11-266E14.1	2.711
RP11-266E6.3	2.235
RP11-266E8.2	1.731
RP11-266J6.2	-0.699
RP11-266K22.2	2.087
RP11-266L9.1	2.207
RP11-266L9.2	1.062
RP11-266L9.3	0.29
RP11-266L9.4	2.9
RP11-266L9.5	1.185
RP11-266L9.6	0.872
RP11-266N13.2	2.426
RP11-266O15.3	1.276
RP11-266O8.1	4.304
RP11-267A15.1	2.271
